sep=','
1,"The Hunger Games (The Hunger Games, #1)",https://images.gr-assets.com/books/1447303603m/2767052.jpg,https://www.onlinereadfreebooks.com/en/Harry-Potter-and-the-Philosophers-Stone/1
2,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",https://images.gr-assets.com/books/1474154022m/3.jpg,https://www.onlinereadfreebooks.com/en/The-Twilight-Saga-3-Eclipse-822729/1
3,"Twilight (Twilight, #1)",https://images.gr-assets.com/books/1361039443m/41865.jpg,https://www.onlinereadfreebooks.com/en/The-Twilight-Before-Christmas-306935/1
4,To Kill a Mockingbird,https://images.gr-assets.com/books/1361975680m/2657.jpg,https://www.onlinereadfreebooks.com/en/The-Sea-of-Monsters/1
5,The Great Gatsby,https://images.gr-assets.com/books/1490528560m/4671.jpg,https://www.onlinereadfreebooks.com/en/One-for-the-Money-335809/1
6,The Fault in Our Stars,https://images.gr-assets.com/books/1360206420m/11870085.jpg,https://www.onlinereadfreebooks.com/en/Montana-Sky-589509/1
7,The Hobbit,https://images.gr-assets.com/books/1372847500m/5907.jpg,https://www.onlinereadfreebooks.com/en/Harry-Bosch-Novels-The-Volume-2-642970/1
8,The Catcher in the Rye,https://images.gr-assets.com/books/1398034300m/5107.jpg,https://www.onlinereadfreebooks.com/en/Harry-Potter-and-the-Cursed-Child/1
9,"Angels & Demons  (Robert Langdon, #1)",https://images.gr-assets.com/books/1303390735m/960.jpg,https://www.onlinereadfreebooks.com/en/Incident-In-Rhodes-129706/1
10,Pride and Prejudice,https://images.gr-assets.com/books/1320399351m/1885.jpg,https://www.onlinereadfreebooks.com/en/Ruin-864068/1
11,The Kite Runner,https://images.gr-assets.com/books/1484565687m/77203.jpg,https://www.onlinereadfreebooks.com/en/Harry-Potter-and-the-Philosophers-Stone/1
12,"Divergent (Divergent, #1)",https://images.gr-assets.com/books/1328559506m/13335037.jpg,https://www.onlinereadfreebooks.com/en/The-Twilight-Saga-3-Eclipse-822729/1
13,1984,https://images.gr-assets.com/books/1348990566m/5470.jpg,https://www.onlinereadfreebooks.com/en/The-Twilight-Before-Christmas-306935/1
14,Animal Farm,https://images.gr-assets.com/books/1424037542m/7613.jpg,https://www.onlinereadfreebooks.com/en/The-Sea-of-Monsters/1
15,The Diary of a Young Girl,https://images.gr-assets.com/books/1358276407m/48855.jpg,https://www.onlinereadfreebooks.com/en/One-for-the-Money-335809/1
16,"The Girl with the Dragon Tattoo (Millennium, #1)",https://images.gr-assets.com/books/1327868566m/2429135.jpg,https://www.onlinereadfreebooks.com/en/Montana-Sky-589509/1
17,"Catching Fire (The Hunger Games, #2)",https://images.gr-assets.com/books/1358273780m/6148028.jpg,https://www.onlinereadfreebooks.com/en/Harry-Bosch-Novels-The-Volume-2-642970/1
18,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",https://images.gr-assets.com/books/1499277281m/5.jpg,https://www.onlinereadfreebooks.com/en/Harry-Potter-and-the-Cursed-Child/1
19,"The Fellowship of the Ring (The Lord of the Rings, #1)",https://images.gr-assets.com/books/1298411339m/34.jpg,https://www.onlinereadfreebooks.com/en/Incident-In-Rhodes-129706/1
20,"Mockingjay (The Hunger Games, #3)",https://images.gr-assets.com/books/1358275419m/7260188.jpg,https://www.onlinereadfreebooks.com/en/Ruin-864068/1
21,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",https://images.gr-assets.com/books/1387141547m/2.jpg,https://www.onlinereadfreebooks.com/en/Harry-Potter-and-the-Philosophers-Stone/1
22,The Lovely Bones,https://images.gr-assets.com/books/1457810586m/12232938.jpg,https://www.onlinereadfreebooks.com/en/The-Twilight-Saga-3-Eclipse-822729/1
23,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",https://images.gr-assets.com/books/1474169725m/15881.jpg,https://www.onlinereadfreebooks.com/en/The-Twilight-Before-Christmas-306935/1
24,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",https://images.gr-assets.com/books/1361482611m/6.jpg,https://www.onlinereadfreebooks.com/en/The-Sea-of-Monsters/1
25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",https://images.gr-assets.com/books/1474171184m/136251.jpg,https://www.onlinereadfreebooks.com/en/One-for-the-Money-335809/1
26,"The Da Vinci Code (Robert Langdon, #2)",https://images.gr-assets.com/books/1303252999m/968.jpg,https://www.onlinereadfreebooks.com/en/Montana-Sky-589509/1
27,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",https://images.gr-assets.com/books/1361039191m/1.jpg,https://www.onlinereadfreebooks.com/en/Harry-Bosch-Novels-The-Volume-2-642970/1
28,Lord of the Flies,https://images.gr-assets.com/books/1327869409m/7624.jpg,https://www.onlinereadfreebooks.com/en/Harry-Potter-and-the-Cursed-Child/1
29,Romeo and Juliet,https://images.gr-assets.com/books/1327872146m/18135.jpg,https://www.onlinereadfreebooks.com/en/Incident-In-Rhodes-129706/1
30,Gone Girl,https://images.gr-assets.com/books/1339602131m/8442457.jpg,https://www.onlinereadfreebooks.com/en/Ruin-864068/1
31,The Help,https://images.gr-assets.com/books/1346100365m/4667024.jpg,https://www.onlinereadfreebooks.com/en/Harry-Potter-and-the-Philosophers-Stone/1
32,Of Mice and Men,https://images.gr-assets.com/books/1437235233m/890.jpg,https://www.onlinereadfreebooks.com/en/The-Twilight-Saga-3-Eclipse-822729/1
33,Memoirs of a Geisha,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://www.onlinereadfreebooks.com/en/The-Twilight-Before-Christmas-306935/1
34,"Fifty Shades of Grey (Fifty Shades, #1)",https://images.gr-assets.com/books/1385207843m/10818853.jpg,https://www.onlinereadfreebooks.com/en/The-Sea-of-Monsters/1
35,The Alchemist,https://images.gr-assets.com/books/1483412266m/865.jpg,https://www.onlinereadfreebooks.com/en/One-for-the-Money-335809/1
36,"The Giver (The Giver, #1)",https://images.gr-assets.com/books/1342493368m/3636.jpg,https://www.onlinereadfreebooks.com/en/Montana-Sky-589509/1
37,"The Lion, the Witch, and the Wardrobe (Chronicles of Narnia, #1)",https://images.gr-assets.com/books/1353029077m/100915.jpg,https://www.onlinereadfreebooks.com/en/Harry-Bosch-Novels-The-Volume-2-642970/1
38,The Time Traveler's Wife,https://images.gr-assets.com/books/1437728815m/14050.jpg,https://www.onlinereadfreebooks.com/en/Harry-Potter-and-the-Cursed-Child/1
39,"A Game of Thrones (A Song of Ice and Fire, #1)",https://images.gr-assets.com/books/1436732693m/13496.jpg,https://www.onlinereadfreebooks.com/en/Incident-In-Rhodes-129706/1
40,"Eat, Pray, Love",https://images.gr-assets.com/books/1503066414m/19501.jpg,https://www.onlinereadfreebooks.com/en/Ruin-864068/1
41,"The Lightning Thief (Percy Jackson and the Olympians, #1)",https://images.gr-assets.com/books/1400602609m/28187.jpg,https://www.onlinereadfreebooks.com/en/Harry-Potter-and-the-Philosophers-Stone/1
42,"Little Women (Little Women, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://www.onlinereadfreebooks.com/en/The-Twilight-Saga-3-Eclipse-822729/1
43,Jane Eyre,https://images.gr-assets.com/books/1327867269m/10210.jpg,https://www.onlinereadfreebooks.com/en/The-Twilight-Before-Christmas-306935/1
44,"The Notebook (The Notebook, #1)",https://images.gr-assets.com/books/1385738917m/15931.jpg,https://www.onlinereadfreebooks.com/en/The-Sea-of-Monsters/1
45,Life of Pi,https://images.gr-assets.com/books/1320562005m/4214.jpg,https://www.onlinereadfreebooks.com/en/One-for-the-Money-335809/1
46,Water for Elephants,https://images.gr-assets.com/books/1494428973m/43641.jpg,https://www.onlinereadfreebooks.com/en/Montana-Sky-589509/1
47,The Book Thief,https://images.gr-assets.com/books/1390053681m/19063.jpg,https://www.onlinereadfreebooks.com/en/Harry-Bosch-Novels-The-Volume-2-642970/1
48,Fahrenheit 451,https://images.gr-assets.com/books/1351643740m/4381.jpg,https://www.onlinereadfreebooks.com/en/Harry-Potter-and-the-Cursed-Child/1
49,"New Moon (Twilight, #2)",https://images.gr-assets.com/books/1361039440m/49041.jpg,https://www.onlinereadfreebooks.com/en/Incident-In-Rhodes-129706/1
50,Where the Sidewalk Ends,https://images.gr-assets.com/books/1168052448m/30119.jpg,https://www.onlinereadfreebooks.com/en/Ruin-864068/1
51,"City of Bones (The Mortal Instruments, #1)",https://images.gr-assets.com/books/1432730315m/256683.jpg,https://www.onlinereadfreebooks.com/en/Harry-Potter-and-the-Philosophers-Stone/1
52,"Eclipse (Twilight, #3)",https://images.gr-assets.com/books/1361038355m/428263.jpg,https://www.onlinereadfreebooks.com/en/The-Twilight-Saga-3-Eclipse-822729/1
